Country,Season,Variable,Slope,R2,p
AA,WINTER,MIN_T_AVG,-0.0027140098712679418,0.00521821325864949,0.6754539028291628
AA,WINTER,MEAN_T_AVG,0.008972450233457722,0.0853003134165263,0.08390930438481661
AA,WINTER,MAX_T_AVG,0.027229778013507747,0.47421317819675685,3.4376714486746993e-06
AA,SUMMER,MIN_T_AVG,0.008824992198088466,0.04223286964670341,0.24362538984811485
AA,SUMMER,MEAN_T_AVG,0.020356687951811232,0.2525318679919088,0.002455872035406383
AA,SUMMER,MAX_T_AVG,0.03553790755485954,0.4465142112270454,1.570707157307e-05
AC,WINTER,MIN_T_AVG,-0.01194485415402215,0.1502151848396024,0.002648123238973161
AC,WINTER,MEAN_T_AVG,0.0006559965714411343,0.0013388877467522312,0.7850896683419796
AC,WINTER,MAX_T_AVG,0.010937057551094564,0.18103328194888166,0.0008697640693973315
AC,SUMMER,MIN_T_AVG,0.0002220199882768407,5.999579360704689e-05,0.950396385785758
AC,SUMMER,MEAN_T_AVG,0.015951104863758336,0.1877692138731686,0.0002494448396062384
AC,SUMMER,MAX_T_AVG,0.02996871131843257,0.2667567368692392,7.673573416995452e-06
AE,WINTER,MIN_T_AVG,0.027437089365380984,0.2695877190253738,1.2999450018165507e-05
AE,WINTER,MEAN_T_AVG,0.01880762415609342,0.20718268874805826,0.00017815090155448446
AE,WINTER,MAX_T_AVG,0.033543333902946254,0.37292381412407555,1.0691273986101649e-07
AE,SUMMER,MIN_T_AVG,0.0638552086997361,0.6875621539045165,2.6301306426789084e-17
AE,SUMMER,MEAN_T_AVG,0.055684972759390945,0.7343515026491099,1.6678124713301567e-19
AE,SUMMER,MAX_T_AVG,0.08518824081842982,0.6422148539528639,1.81442999249258e-15
AF,WINTER,MIN_T_AVG,0.05907759945430247,0.04687839972916245,0.12699649369156632
AF,WINTER,MEAN_T_AVG,0.05628186179483716,0.038909586627516056,0.16101560196042947
AF,WINTER,MAX_T_AVG,0.060789734482782146,0.0490782765935575,0.11820640133540462
AF,SUMMER,MIN_T_AVG,0.06514741512776283,0.24139382516288785,0.00025120808678457795
AF,SUMMER,MEAN_T_AVG,0.05218749076853032,0.0869372586973308,0.035693527697014726
AF,SUMMER,MAX_T_AVG,0.037542618729404495,0.03279340336983957,0.2034721050015436
AG,WINTER,MIN_T_AVG,-0.0007936696394738356,0.0003153381739027078,0.8892343322823646
AG,WINTER,MEAN_T_AVG,0.014043816232532525,0.08660673331082988,0.01825267597099673
AG,WINTER,MAX_T_AVG,0.01564269636525316,0.0843665711945226,0.01989525084742817
AG,SUMMER,MIN_T_AVG,0.039180083681200635,0.5572421235819355,4.989628133843031e-12
AG,SUMMER,MEAN_T_AVG,0.0528261031035516,0.6186603085204764,5.799166918963989e-14
AG,SUMMER,MAX_T_AVG,0.04542124250729152,0.46960370881843627,1.113811684327099e-09
AJ,WINTER,MIN_T_AVG,0.014473138284889117,0.018702526460838465,0.23250709541368017
AJ,WINTER,MEAN_T_AVG,0.013544130563634493,0.030154707898560354,0.1283950776985998
AJ,WINTER,MAX_T_AVG,0.014224847941323247,0.045377514569338064,0.061134541640822784
AJ,SUMMER,MIN_T_AVG,0.01805787880958257,0.08142640089676882,0.011329414779625742
AJ,SUMMER,MEAN_T_AVG,0.02694741910355937,0.25070460118166676,3.03404767286594e-06
AJ,SUMMER,MAX_T_AVG,0.03638663556931115,0.31455226088745875,9.265767944035889e-08
AL,WINTER,MIN_T_AVG,-0.056833990813170705,0.15262688967001925,0.010527243966510292
AL,WINTER,MEAN_T_AVG,-0.02761825860427823,0.0563921473121421,0.12995131471808652
AL,WINTER,MAX_T_AVG,0.008631875740744222,0.009721728328637045,0.5344508265084055
AL,SUMMER,MIN_T_AVG,0.043815623829591414,0.12726648301861132,0.014947875728354185
AL,SUMMER,MEAN_T_AVG,0.047706476543395784,0.2559278999109241,0.0003349925138151289
AL,SUMMER,MAX_T_AVG,0.08903051216617128,0.5964454093374488,3.263120707997768e-10
AM,WINTER,MIN_T_AVG,0.047169764942975714,0.09597347318697887,0.01427362546435392
AM,WINTER,MEAN_T_AVG,0.030109332983423852,0.051092490780567525,0.07730643670073925
AM,WINTER,MAX_T_AVG,0.025249989834586487,0.031959515255680915,0.16445749469411525
AM,SUMMER,MIN_T_AVG,0.030196595379920487,0.10667157812816139,0.01020000185523872
AM,SUMMER,MEAN_T_AVG,0.02752618921985003,0.1071684088247837,0.010015263803436904
AM,SUMMER,MAX_T_AVG,0.03886662228277981,0.1395417281335143,0.003023494572484882
AO,WINTER,MIN_T_AVG,0.09902481919098449,0.4842716883465142,2.8440487359892687e-08
AO,WINTER,MEAN_T_AVG,0.04492602671517345,0.38751705923449925,1.7909416102214687e-06
AO,WINTER,MAX_T_AVG,0.008090943200173221,0.028227753545351324,0.24852369511539918
AO,SUMMER,MIN_T_AVG,0.06989657377891431,0.4675929470327785,1.6217986344894657e-07
AO,SUMMER,MEAN_T_AVG,0.04901251519339605,0.4916076833754663,5.741507881854039e-08
AO,SUMMER,MAX_T_AVG,0.027350649550245045,0.3283281687920466,3.1582941370164475e-05
AQ,WINTER,MIN_T_AVG,0.015097374051570245,0.12296375312745224,0.006961024238335853
AQ,WINTER,MEAN_T_AVG,0.02025680275597755,0.2977882709963869,9.416048533184408e-06
AQ,WINTER,MAX_T_AVG,0.02488135042836424,0.32834489935809064,2.592068591342289e-06
AQ,SUMMER,MIN_T_AVG,0.021160110357535535,0.22093427334888585,0.0001970214511059008
AQ,SUMMER,MEAN_T_AVG,0.02268734962422882,0.33393334295128957,2.0356821877817434e-06
AQ,SUMMER,MAX_T_AVG,0.023738632924367422,0.3053512495466334,6.874984611741415e-06
AR,WINTER,MIN_T_AVG,-0.02990468623129959,0.15571741441947773,0.0018084391379279124
AR,WINTER,MEAN_T_AVG,-0.0196919474971661,0.08072189311111874,0.02780598287036857
AR,WINTER,MAX_T_AVG,-0.02060716386642891,0.03674020584748255,0.14233915239480704
AR,SUMMER,MIN_T_AVG,-0.009604755928621967,0.027760760531853657,0.20324339314653786
AR,SUMMER,MEAN_T_AVG,-0.006580589685040042,0.015035068900674875,0.3506443621762342
AR,SUMMER,MAX_T_AVG,0.005971837471877188,0.0059692185867201335,0.5573730439764916
AS,WINTER,MIN_T_AVG,-0.018138758771965,0.094987853527844,0.004588133898312047
AS,WINTER,MEAN_T_AVG,-0.010894358802965154,0.05982438263728734,0.02584758137161368
AS,WINTER,MAX_T_AVG,-0.003822918891736078,0.0072553008868813,0.44389455336577877
AS,SUMMER,MIN_T_AVG,-0.02087564182261084,0.1410154025116989,0.0004683745081130104
AS,SUMMER,MEAN_T_AVG,-0.014683804691148371,0.1783144933549411,6.996058566697976e-05
AS,SUMMER,MAX_T_AVG,0.0006190401895436251,0.0003902193187178472,0.8593079562708775
AU,WINTER,MIN_T_AVG,0.023518570527550728,0.10003712594441981,0.0047862837751661315
AU,WINTER,MEAN_T_AVG,0.020897641926578572,0.089729536090152,0.0077146601004480925
AU,WINTER,MAX_T_AVG,0.024599438707516443,0.10972493900506147,0.0030526529818793572
AU,SUMMER,MIN_T_AVG,0.007133531033895175,0.024520121349358708,0.1709707833337513
AU,SUMMER,MEAN_T_AVG,-0.005805288986413853,0.013483913321167457,0.3113379330300404
AU,SUMMER,MAX_T_AVG,-0.002160506520119236,0.0008656103707202132,0.7981811972427957
AV,WINTER,MIN_T_AVG,0.00527700178610692,0.0014892429921474968,0.864614015464866
AV,WINTER,MEAN_T_AVG,-0.015521841725860349,0.049354844406288276,0.3203758152366885
AV,WINTER,MAX_T_AVG,-0.02291488777050979,0.059711064077923356,0.273096099380638
AV,SUMMER,MIN_T_AVG,0.07267011046491788,0.10530803797689693,0.15122327846488762
AV,SUMMER,MEAN_T_AVG,0.002228136836884853,0.0003702788027862588,0.9340197391763936
AV,SUMMER,MAX_T_AVG,-0.02470619238052629,0.05790806858539256,0.2933636744777528
AY,WINTER,MIN_T_AVG,-0.005494761511619252,0.0003435721267331451,0.8780627820883322
AY,WINTER,MEAN_T_AVG,-0.005350844885232104,0.00031328810898088947,0.8835215077116466
AY,WINTER,MAX_T_AVG,-0.004632677063381746,0.00023264423226460054,0.8995360769792106
AY,SUMMER,MIN_T_AVG,-0.025320065783258437,0.020763188892710307,0.22720248677974667
AY,SUMMER,MEAN_T_AVG,-0.019856672044945404,0.013075148207213687,0.33885807502387066
AY,SUMMER,MAX_T_AVG,-0.007976059580518087,0.0021399596991818117,0.6995977977917854
AZ,WINTER,MIN_T_AVG,-0.06222450778480967,0.13714847081948237,0.3265504177945301
AZ,WINTER,MEAN_T_AVG,0.1286310418550987,0.21294543190144993,0.21117082048387723
AZ,WINTER,MAX_T_AVG,0.05340290876138436,0.046762880077108486,0.5762727019107364
AZ,SUMMER,MIN_T_AVG,0.17143677844441665,0.1532462614541135,0.33754075307636316
AZ,SUMMER,MEAN_T_AVG,0.19054957069919065,0.19637159264789902,0.2714822516524646
AZ,SUMMER,MAX_T_AVG,0.14300241278687836,0.08786024016370764,0.4759224920749521
BA,WINTER,MIN_T_AVG,0.010445215856123844,0.04640372313571067,0.08237630379408635
BA,WINTER,MEAN_T_AVG,0.011901432876994075,0.06912821473807175,0.0329361215603575
BA,WINTER,MAX_T_AVG,0.02127617283390069,0.1844592076192127,0.0003199170119304037
BA,SUMMER,MIN_T_AVG,0.03432712116004738,0.489989972341107,8.65921203488632e-11
BA,SUMMER,MEAN_T_AVG,0.038126418862646526,0.6120092877267421,1.4154642861944015e-14
BA,SUMMER,MAX_T_AVG,0.053054738658043124,0.6597298389826681,2.1874226817643772e-16
BB,WINTER,MIN_T_AVG,0.0037397743167014055,0.010690469790258955,0.5367495344881907
BB,WINTER,MEAN_T_AVG,0.0135948914727959,0.23007316474480569,0.0023096386586404683
BB,WINTER,MAX_T_AVG,0.024301211382321736,0.4316317918604493,7.457151621786567e-06
BB,SUMMER,MIN_T_AVG,-0.00639698478984898,0.05520211018030927,0.1677855347335573
BB,SUMMER,MEAN_T_AVG,0.012671855757696414,0.3090276068063016,0.0004315199854481589
BB,SUMMER,MAX_T_AVG,0.023441800485817416,0.5170666026725085,7.792327605645645e-07
BC,WINTER,MIN_T_AVG,0.030987191961881346,0.21623000091961925,0.0007616761719012361
BC,WINTER,MEAN_T_AVG,0.027114058451098568,0.14527269777270402,0.006892838908344579
BC,WINTER,MAX_T_AVG,0.031083866795226588,0.16734931817876253,0.0035166065671820295
BC,SUMMER,MIN_T_AVG,0.013551921758994388,0.08250214456358812,0.04538098991427187
BC,SUMMER,MEAN_T_AVG,0.0035580181384694083,0.0023791246493461964,0.7392717580463715
BC,SUMMER,MAX_T_AVG,0.012530018643729367,0.010750612209289903,0.4783406990837893
BD,WINTER,MIN_T_AVG,-0.005414338493566006,0.030420619854187335,0.11939922332770908
BD,WINTER,MEAN_T_AVG,0.0116991299637902,0.12484322986871095,0.0012138757184659986
BD,WINTER,MAX_T_AVG,0.024358489476040877,0.27418805201848934,5.273158945160023e-07
BD,SUMMER,MIN_T_AVG,-0.007169173322761152,0.08816886812256292,0.007480574120627005
BD,SUMMER,MEAN_T_AVG,0.0061211405056644606,0.050866738108839654,0.0442717348971799
BD,SUMMER,MAX_T_AVG,0.012609939376198033,0.09829313777552046,0.004628369983471419
BE,WINTER,MIN_T_AVG,0.03494600257918956,0.1538855771687816,0.0017671710441764792
BE,WINTER,MEAN_T_AVG,0.04084321453981433,0.20335216700279865,0.00026509806056445543
BE,WINTER,MAX_T_AVG,0.045737989180585616,0.2411574381111763,5.859663196413438e-05
BE,SUMMER,MIN_T_AVG,0.015226804077337603,0.1703044053874587,0.0009494745761551918
BE,SUMMER,MEAN_T_AVG,0.02528473586731055,0.2431830870337967,5.395249166781667e-05
BE,SUMMER,MAX_T_AVG,0.03387268889838761,0.25453154590857247,3.385410903093519e-05
BF,WINTER,MIN_T_AVG,0.017453323321884675,0.0703215440205623,0.02541867492510073
BF,WINTER,MEAN_T_AVG,0.027942083212518443,0.34708694720925926,6.492103669811635e-08
BF,WINTER,MAX_T_AVG,0.03699739914986471,0.42815534428196483,6.073060660602417e-10
BF,SUMMER,MIN_T_AVG,0.0005698809376085099,0.0001563994740062111,0.9175575686781927
BF,SUMMER,MEAN_T_AVG,0.020573153615164253,0.523933298088721,9.895731421312081e-13
BF,SUMMER,MAX_T_AVG,0.0347173050991389,0.5876953899281303,6.564478832668324e-15
BG,WINTER,MIN_T_AVG,0.02694597641793634,0.252605662441602,4.982270248762716e-05
BG,WINTER,MEAN_T_AVG,0.003284060057195021,0.007330549348889623,0.5190803952544031
BG,WINTER,MAX_T_AVG,0.003254648598712512,0.008675228391329129,0.48289809397181416
BG,SUMMER,MIN_T_AVG,0.0145281813284608,0.3088541763878583,5.936843024175285e-06
BG,SUMMER,MEAN_T_AVG,0.010186084000706789,0.3285029275907864,2.574483101976339e-06
BG,SUMMER,MAX_T_AVG,0.016958057956842614,0.3044499482435377,7.138706552718285e-06
BH,WINTER,MIN_T_AVG,0.019991949554187722,0.10195509130470339,0.015476507582494083
BH,WINTER,MEAN_T_AVG,0.017660991404555036,0.11150280042676577,0.011132459277275348
BH,WINTER,MAX_T_AVG,0.015305887430367768,0.16953908743572205,0.0014614721581871792
BH,SUMMER,MIN_T_AVG,0.020523414122982715,0.23179800138408346,0.00019821742253226597
BH,SUMMER,MEAN_T_AVG,0.018160483700300337,0.2487932163837306,0.0001062094703074418
BH,SUMMER,MAX_T_AVG,0.013283199115084214,0.13764224344490933,0.005295276632340546
BK,WINTER,MIN_T_AVG,0.040848363191596605,0.2610788652876029,2.2009319620106856e-05
BK,WINTER,MEAN_T_AVG,0.04193789309249994,0.2634203467803541,1.9930352969752284e-05
BK,WINTER,MAX_T_AVG,0.03982036891460444,0.20794671103856824,0.0001955065026937344
BK,SUMMER,MIN_T_AVG,0.050878852051546394,0.5443851743032389,1.173772242100787e-11
BK,SUMMER,MEAN_T_AVG,0.06147118803055204,0.38781054522442543,8.373084249619076e-08
BK,SUMMER,MAX_T_AVG,0.04061777412249425,0.15784682466123892,0.0015222330226953816
BL,WINTER,MIN_T_AVG,0.19090600820015038,0.5628091528970663,1.2130432824887863e-11
BL,WINTER,MEAN_T_AVG,0.1878084924186345,0.6210043108617661,2.1215828349064585e-13
BL,WINTER,MAX_T_AVG,0.19362313517088464,0.7031156051965008,2.1465061772692711e-16
BL,SUMMER,MIN_T_AVG,0.21757320877708022,0.6653165679560611,6.316258533579734e-15
BL,SUMMER,MEAN_T_AVG,0.20601668551150418,0.6343433677116196,7.701657144793047e-14
BL,SUMMER,MAX_T_AVG,0.20718006142811843,0.6628010628578398,7.803635455385833e-15
BM,WINTER,MIN_T_AVG,0.002496483215126021,0.0007470463773561943,0.8275494828372049
BM,WINTER,MEAN_T_AVG,0.026264241905643616,0.09555150526519494,0.011554892283386105
BM,WINTER,MAX_T_AVG,0.022738004317524638,0.08590922962586611,0.01692218924687786
BM,SUMMER,MIN_T_AVG,-0.0013430181645625607,0.005553931899353349,0.5583716423322769
BM,SUMMER,MEAN_T_AVG,0.024685708454321994,0.6917889641071057,1.7191979698875137e-17
BM,SUMMER,MAX_T_AVG,0.026301984993282106,0.5094848283351046,3.583784106632496e-11
BN,WINTER,MIN_T_AVG,0.01346400595770645,0.10391496372208735,0.023887604143909256
